log_id,timestamp,ticker,contract_type,setup_quality,confluence_score,bias,price_at_scan,strike,stock_target,stop_level,expiry,checked,checked_at,outcome_price,max_favorable_pct,max_adverse_pct,hit_target,hit_stop,result
NVDA_20260701T150507.272448,2026-07-01T15:05:07.272448,NVDA,PUT,MODERATE,68,BEARISH,196.2,195.0,191.5,15.0,1DTE,yes,2026-07-02T12:30:57.348419,197.58,0.89,1.58,no,yes,LOSS
QQQ_20260701T150549.777027,2026-07-01T15:05:49.777027,QQQ,PUT,MODERATE,66,BEARISH,729.52,727.0,720.0,15.0,1DTE,yes,2026-07-02T12:30:57.488867,725.13,0.6,0.29,no,yes,LOSS
SPY_20260701T150641.094475,2026-07-01T15:06:41.094475,SPY,NONE,NO TRADE,42,NEUTRAL,748.05,747.0,740.0,15.0,1DTE,yes,2026-07-02T12:30:57.660057,,,,,,NO_TRADE
TSLA_20260701T150730.439939,2026-07-01T15:07:30.439939,TSLA,NONE,NO TRADE,52,NEUTRAL,429.06,425.0,415.0,15.0,1DTE,yes,2026-07-02T12:30:57.725467,,,,,,NO_TRADE
AAPL_20260701T153142.205697,2026-07-01T15:31:42.205697,AAPL,NONE,NO TRADE,42,NEUTRAL,295.61,,,,,yes,2026-07-02T12:30:57.799866,,,,,,NO_TRADE
AMZN_20260701T153228.689006,2026-07-01T15:32:28.689006,AMZN,NONE,NO TRADE,52,NEUTRAL,243.28,,,50.0,,yes,2026-07-02T12:30:57.938860,,,,,,NO_TRADE
META_20260701T153313.812971,2026-07-01T15:33:13.812971,META,PUT,MODERATE,58,BEARISH,626.22,620.0,605.0,15.0,1DTE,yes,2026-07-02T12:30:58.074843,612.95,3.88,0.2,yes,yes,LOSS
MSFT_20260701T153358.769743,2026-07-01T15:33:58.769743,MSFT,NONE,NO TRADE,42,NEUTRAL,385.35,,,,,yes,2026-07-02T12:30:58.250693,,,,,,NO_TRADE
NVDA_20260701T153452.011502,2026-07-01T15:34:52.011502,NVDA,NONE,NO TRADE,42,NEUTRAL,197.12,,,,,yes,2026-07-02T12:30:58.315977,,,,,,NO_TRADE
QQQ_20260701T153536.819458,2026-07-01T15:35:36.819458,QQQ,NONE,NO TRADE,42,NEUTRAL,731.15,,,,,yes,2026-07-02T12:30:58.392134,,,,,,NO_TRADE
SPY_20260701T153637.659832,2026-07-01T15:36:37.659832,SPY,NONE,NO TRADE,42,NEUTRAL,748.84,,,,,yes,2026-07-02T12:30:58.479988,,,,,,NO_TRADE
TSLA_20260701T153726.873891,2026-07-01T15:37:26.873891,TSLA,NONE,NO TRADE,42,NEUTRAL,431.25,,,,,yes,2026-07-02T12:30:58.559684,,,,,,NO_TRADE
AAPL_20260701T160150.798897,2026-07-01T16:01:50.798897,AAPL,NONE,NO TRADE,38,NEUTRAL,295.16,,,,,yes,2026-07-02T12:30:58.594103,,,,,,NO_TRADE
AMZN_20260701T160235.761281,2026-07-01T16:02:35.761281,AMZN,NONE,NO TRADE,52,NEUTRAL,242.3,,,,,yes,2026-07-02T12:30:58.670840,,,,,,NO_TRADE
META_20260701T160327.934564,2026-07-01T16:03:27.934564,META,CALL,MODERATE,62,BULLISH,618.86,625.0,635.0,15.0,1DTE,yes,2026-07-02T12:30:58.697041,612.95,1.4,2.74,no,no,NO_TRIGGER
MSFT_20260701T160414.325988,2026-07-01T16:04:14.325988,MSFT,NONE,NO TRADE,38,NEUTRAL,386.01,,,,,yes,2026-07-02T12:30:58.769165,,,,,,NO_TRADE
NVDA_20260701T160459.140089,2026-07-01T16:04:59.140089,NVDA,PUT,LOW CONVICTION,48,BEARISH,197.07,195.0,192.53,199.0,1DTE,yes,2026-07-02T12:30:58.848131,197.58,1.33,1.13,no,yes,LOSS
QQQ_20260701T160539.976613,2026-07-01T16:05:39.976613,QQQ,PUT,MODERATE,68,BEARISH,729.2,727.0,718.0,15.0,1DTE,yes,2026-07-02T12:30:58.877145,725.13,0.56,0.33,no,yes,LOSS
SPY_20260701T160626.669041,2026-07-01T16:06:26.669041,SPY,NONE,NO TRADE,42,NEUTRAL,748.68,,,,,yes,2026-07-02T12:30:58.951866,,,,,,NO_TRADE
TSLA_20260701T160716.275923,2026-07-01T16:07:16.275923,TSLA,NONE,NO TRADE,52,NEUTRAL,427.83,,,432.0,,yes,2026-07-02T12:30:59.051453,,,,,,NO_TRADE
AAPL_20260701T163150.725006,2026-07-01T16:31:50.725006,AAPL,NONE,NO TRADE,38,NEUTRAL,294.95,,,,,yes,2026-07-02T18:20:51.469013,,,,,,NO_TRADE
AMZN_20260701T163238.050511,2026-07-01T16:32:38.050511,AMZN,NONE,NO TRADE,52,NEUTRAL,242.52,,,,,yes,2026-07-02T18:20:51.772002,,,,,,NO_TRADE
META_20260701T163325.886620,2026-07-01T16:33:25.886620,META,CALL,MODERATE,58,BULLISH,618.47,625.0,635.0,15.0,1DTE,yes,2026-07-02T18:20:52.181793,585.42,1.46,5.5,no,no,NO_TRIGGER
MSFT_20260701T163409.860484,2026-07-01T16:34:09.860484,MSFT,NONE,NO TRADE,42,NEUTRAL,385.74,,,,,yes,2026-07-02T18:20:52.743748,,,,,,NO_TRADE
NVDA_20260701T163455.001925,2026-07-01T16:34:55.001925,NVDA,NONE,NO TRADE,42,NEUTRAL,197.3,,,,,yes,2026-07-02T18:20:53.072734,,,,,,NO_TRADE
QQQ_20260701T163535.437684,2026-07-01T16:35:35.437684,QQQ,PUT,MODERATE,68,BEARISH,729.47,729.0,719.0,15.0,1DTE,yes,2026-07-02T18:20:53.418942,710.47,2.97,0.29,yes,yes,LOSS
SPY_20260701T163618.988907,2026-07-01T16:36:18.988907,SPY,NONE,NO TRADE,44,NEUTRAL,748.93,745.0,741.0,746.51,1DTE,yes,2026-07-02T18:20:53.859259,,,,,,NO_TRADE
TSLA_20260701T163703.716875,2026-07-01T16:37:03.716875,TSLA,PUT,LOW CONVICTION,52,BEARISH,427.01,425.0,418.0,15.0,1DTE,yes,2026-07-02T18:20:54.101559,393.79,8.5,1.13,yes,yes,LOSS
AAPL_20260701T170155.706810,2026-07-01T17:01:55.706810,AAPL,NONE,NO TRADE,48,NEUTRAL,293.96,,,,,yes,2026-07-02T18:20:54.318661,,,,,,NO_TRADE
AMZN_20260701T170237.001726,2026-07-01T17:02:37.001726,AMZN,CALL,LOW CONVICTION,52,BULLISH,242.6,244.0,246.5,15.0,1DTE,yes,2026-07-02T18:20:54.481961,244.21,1.54,2.62,no,no,NO_TRIGGER
META_20260701T170328.389085,2026-07-01T17:03:28.389085,META,PUT,MODERATE,58,NEUTRAL,618.2,615.0,605.0,626.0,1DTE,yes,2026-07-02T18:20:54.643119,585.42,5.46,1.5,yes,yes,WIN
MSFT_20260701T170411.979345,2026-07-01T17:04:11.979345,MSFT,NONE,NO TRADE,42,NEUTRAL,386.83,,,,,yes,2026-07-02T18:20:54.871594,,,,,,NO_TRADE
NVDA_20260701T170458.394357,2026-07-01T17:04:58.394357,NVDA,NONE,NO TRADE,38,NEUTRAL,197.25,,,,,yes,2026-07-02T18:20:55.066501,,,,,,NO_TRADE
QQQ_20260701T170547.919227,2026-07-01T17:05:47.919227,QQQ,PUT,MODERATE,67,BEARISH,727.69,727.0,718.0,15.0,1DTE,yes,2026-07-02T18:20:55.305519,710.43,2.73,0.54,yes,yes,LOSS
SPY_20260701T170636.187327,2026-07-01T17:06:36.187327,SPY,NONE,NO TRADE,42,NEUTRAL,747.25,,,,,yes,2026-07-02T18:20:55.472052,,,,,,NO_TRADE
TSLA_20260701T170720.288375,2026-07-01T17:07:20.288375,TSLA,PUT,MODERATE,58,BEARISH,425.79,425.0,412.0,15.0,1DTE,yes,2026-07-02T18:20:55.671921,393.75,8.24,1.42,yes,yes,LOSS
AAPL_20260701T173140.147744,2026-07-01T17:31:40.147744,AAPL,PUT,MODERATE,62,BEARISH,294.08,292.0,287.0,15.0,1DTE,yes,2026-07-02T18:20:55.828377,307.36,1.01,4.84,no,yes,LOSS
AMZN_20260701T173224.816184,2026-07-01T17:32:24.816184,AMZN,NONE,NO TRADE,48,NEUTRAL,244.24,,,,,yes,2026-07-02T18:20:56.084754,,,,,,NO_TRADE
META_20260701T173308.612347,2026-07-01T17:33:08.612347,META,NONE,NO TRADE,42,NEUTRAL,617.23,,,,,yes,2026-07-02T18:20:56.260180,,,,,,NO_TRADE
MSFT_20260701T173353.690913,2026-07-01T17:33:53.690913,MSFT,PUT,LOW CONVICTION,52,BEARISH,387.64,385.0,375.0,391.0,1DTE,yes,2026-07-02T18:20:56.482068,390.68,2.71,1.06,no,yes,LOSS
NVDA_20260701T173438.397695,2026-07-01T17:34:38.397695,NVDA,NONE,NO TRADE,38,NEUTRAL,198.09,,,,,yes,2026-07-02T18:20:56.652054,,,,,,NO_TRADE
QQQ_20260701T173525.650305,2026-07-01T17:35:25.650305,QQQ,PUT,MODERATE,62,BEARISH,728.11,727.0,718.0,15.0,1DTE,yes,2026-07-02T18:20:56.806913,710.43,2.79,0.48,yes,yes,LOSS
SPY_20260701T173607.766916,2026-07-01T17:36:07.766916,SPY,NONE,NO TRADE,38,NEUTRAL,747.73,,,,,yes,2026-07-02T18:20:56.989608,,,,,,NO_TRADE
TSLA_20260701T173651.879389,2026-07-01T17:36:51.879389,TSLA,PUT,MODERATE,62,BEARISH,425.37,425.0,410.0,15.0,1DTE,yes,2026-07-02T18:20:57.239783,393.8,8.15,1.52,yes,yes,LOSS
AAPL_20260701T180135.274166,2026-07-01T18:01:35.274166,AAPL,PUT,MODERATE,61,BEARISH,293.92,293.0,288.61,15.0,1DTE,yes,2026-07-02T18:20:57.556098,307.38,0.95,4.9,no,yes,LOSS
AMZN_20260701T180216.812288,2026-07-01T18:02:16.812288,AMZN,CALL,LOW CONVICTION,52,BULLISH,244.09,245.0,248.0,15.0,1DTE,yes,2026-07-02T18:20:57.739534,244.19,0.92,3.21,no,no,NO_TRIGGER
META_20260701T180305.513481,2026-07-01T18:03:05.513481,META,NONE,NO TRADE,52,NEUTRAL,621.09,,,,,yes,2026-07-02T18:20:57.946711,,,,,,NO_TRADE
MSFT_20260701T180354.189020,2026-07-01T18:03:54.189020,MSFT,NONE,NO TRADE,42,NEUTRAL,388.05,,,,,yes,2026-07-02T18:20:58.137623,,,,,,NO_TRADE
NVDA_20260701T180437.994881,2026-07-01T18:04:37.994881,NVDA,NONE,NO TRADE,42,NEUTRAL,198.73,,,,,yes,2026-07-02T18:20:58.322787,,,,,,NO_TRADE
QQQ_20260701T180518.626850,2026-07-01T18:05:18.626850,QQQ,PUT,MODERATE,68,BEARISH,727.71,725.0,718.0,15.0,1DTE,yes,2026-07-02T18:20:58.489859,710.57,2.74,0.54,yes,yes,LOSS
SPY_20260701T180603.543046,2026-07-01T18:06:03.543046,SPY,PUT,MODERATE,58,BEARISH,747.58,745.0,741.0,15.0,1DTE,yes,2026-07-02T18:20:58.688263,741.97,0.98,0.45,yes,yes,LOSS
TSLA_20260701T180639.302573,2026-07-01T18:06:39.302573,TSLA,PUT,MODERATE,58,BEARISH,424.88,424.0,413.0,15.0,1DTE,yes,2026-07-02T18:20:58.873480,393.86,8.04,1.63,yes,yes,LOSS
AAPL_20260701T183144.312821,2026-07-01T18:31:44.312821,AAPL,NONE,NO TRADE,44,NEUTRAL,294.99,,,,,yes,2026-07-02T18:20:58.979061,,,,,,NO_TRADE
AMZN_20260701T183225.698093,2026-07-01T18:32:25.698093,AMZN,CALL,MODERATE,58,BULLISH,244.03,245.0,247.5,15.0,1DTE,yes,2026-07-02T18:20:59.155668,244.22,0.94,3.19,no,no,NO_TRIGGER
META_20260701T183312.823072,2026-07-01T18:33:12.823072,META,NONE,NO TRADE,52,NEUTRAL,620.3,,,,,yes,2026-07-02T18:20:59.315845,,,,,,NO_TRADE
MSFT_20260701T183358.149712,2026-07-01T18:33:58.149712,MSFT,NONE,NO TRADE,42,NEUTRAL,388.0,,,,,yes,2026-07-02T18:20:59.586102,,,,,,NO_TRADE
NVDA_20260701T183444.424802,2026-07-01T18:34:44.424802,NVDA,NONE,NO TRADE,38,NEUTRAL,198.37,,,,,yes,2026-07-02T18:20:59.786741,,,,,,NO_TRADE
QQQ_20260701T183524.010542,2026-07-01T18:35:24.010542,QQQ,PUT,MODERATE,68,BEARISH,727.19,725.0,718.0,15.0,1DTE,yes,2026-07-02T18:20:59.930398,710.51,2.67,0.61,yes,yes,LOSS
SPY_20260701T183613.562718,2026-07-01T18:36:13.562718,SPY,PUT,LOW CONVICTION,52,BEARISH,747.35,745.0,740.0,15.0,1DTE,yes,2026-07-02T18:21:00.166725,742.05,0.95,0.48,no,yes,LOSS
TSLA_20260701T183657.878193,2026-07-01T18:36:57.878193,TSLA,PUT,MODERATE,62,BEARISH,424.87,422.0,414.0,15.0,1DTE,yes,2026-07-02T18:21:00.282654,393.79,8.04,1.64,yes,yes,LOSS
AAPL_20260702T130149.888587,2026-07-02T13:01:49.888587,AAPL,NONE,NO TRADE,52,NEUTRAL,294.38,,,,,yes,2026-07-03T12:31:03.201072,,,,,,NO_TRADE
AMZN_20260702T130235.528627,2026-07-02T13:02:35.528627,AMZN,PUT,MODERATE,62,BEARISH,241.7,241.0,237.5,15.0,1DTE,yes,2026-07-03T12:31:03.407450,242.28,-0.11,1.92,no,yes,LOSS
META_20260702T130325.517231,2026-07-02T13:03:25.517231,META,NONE,NO TRADE,52,NEUTRAL,612.91,,,,,yes,2026-07-03T12:31:03.620018,,,,,,NO_TRADE
MSFT_20260702T130411.131607,2026-07-02T13:04:11.131607,MSFT,PUT,MODERATE,58,BEARISH,384.28,384.0,376.0,15.0,1DTE,yes,2026-07-03T12:31:03.841634,389.62,-0.43,1.94,no,yes,LOSS
NVDA_20260702T130451.454559,2026-07-02T13:04:51.454559,NVDA,PUT,MODERATE,68,BEARISH,197.58,197.0,192.53,15.0,1DTE,yes,2026-07-03T12:31:04.048314,194.62,2.55,0.74,no,yes,LOSS
QQQ_20260702T130541.859588,2026-07-02T13:05:41.859588,QQQ,PUT,HIGH CONVICTION,72,BEARISH,725.17,723.0,718.0,15.0,1DTE,yes,2026-07-03T12:31:04.257667,712.74,2.4,0.65,yes,yes,LOSS
SPY_20260702T130628.117132,2026-07-02T13:06:28.117132,SPY,PUT,HIGH CONVICTION,72,BEARISH,745.76,744.0,738.0,15.0,1DTE,yes,2026-07-03T12:31:04.492258,744.84,0.74,0.7,no,yes,LOSS
TSLA_20260702T130714.016436,2026-07-02T13:07:14.016436,TSLA,PUT,MODERATE,62,BEARISH,425.3,425.0,415.0,15.0,1DTE,yes,2026-07-03T12:31:04.801648,392.82,8.14,-2.66,yes,yes,LOSS
AAPL_20260702T133139.211442,2026-07-02T13:31:39.211442,AAPL,NONE,NO TRADE,38,NEUTRAL,296.5,,,,,yes,2026-07-03T12:31:05.005244,,,,,,NO_TRADE
AMZN_20260702T133225.578917,2026-07-02T13:32:25.578917,AMZN,NONE,NO TRADE,48,NEUTRAL,244.33,,,,,yes,2026-07-03T12:31:05.137160,,,,,,NO_TRADE
META_20260702T133313.216884,2026-07-02T13:33:13.216884,META,PUT,MODERATE,64,BEARISH,604.53,600.0,590.0,15.0,1DTE,yes,2026-07-03T12:31:05.274545,582.65,3.62,-1.49,yes,yes,LOSS
MSFT_20260702T133404.609224,2026-07-02T13:34:04.609224,MSFT,NONE,NO TRADE,28,NEUTRAL,384.97,,,,,yes,2026-07-03T12:31:05.407809,,,,,,NO_TRADE
NVDA_20260702T133445.598076,2026-07-02T13:34:45.598076,NVDA,NONE,NO TRADE,42,NEUTRAL,198.37,,,,,yes,2026-07-03T12:31:05.544713,,,,,,NO_TRADE
QQQ_20260702T133525.682716,2026-07-02T13:35:25.682716,QQQ,PUT,MODERATE,62,BEARISH,726.68,725.0,718.0,15.0,1DTE,yes,2026-07-03T12:31:05.663267,712.74,2.6,0.44,yes,yes,LOSS
SPY_20260702T133609.582161,2026-07-02T13:36:09.582161,SPY,CALL,LOW CONVICTION,52,BULLISH,748.55,750.0,754.0,15.0,1DTE,yes,2026-07-03T12:31:05.741579,744.84,0.32,1.11,no,no,NO_TRIGGER
TSLA_20260702T133657.783985,2026-07-02T13:36:57.783985,TSLA,PUT,MODERATE,68,BEARISH,422.97,420.0,412.0,15.0,1DTE,yes,2026-07-03T12:31:05.878064,392.82,7.63,-2.12,yes,yes,LOSS
AAPL_20260702T140146.841964,2026-07-02T14:01:46.841964,AAPL,PUT,MODERATE,62,BEARISH,302.73,300.0,294.0,305.5,1DTE,yes,2026-07-03T12:31:06.016146,308.22,0.79,1.84,no,yes,LOSS
AMZN_20260702T140240.615790,2026-07-02T14:02:40.615790,AMZN,NONE,NO TRADE,38,NEUTRAL,242.27,,,,,yes,2026-07-03T12:31:06.209973,,,,,,NO_TRADE
META_20260702T140330.779930,2026-07-02T14:03:30.779930,META,PUT,MODERATE,68,BEARISH,592.5,590.0,572.0,15.0,1DTE,yes,2026-07-03T12:31:06.349698,582.65,1.66,0.51,no,yes,LOSS
MSFT_20260702T140428.879481,2026-07-02T14:04:28.879481,MSFT,NONE,NO TRADE,38,NEUTRAL,386.34,,,,,yes,2026-07-03T12:31:06.498977,,,,,,NO_TRADE
NVDA_20260702T140513.501953,2026-07-02T14:05:13.501953,NVDA,NONE,NO TRADE,42,NEUTRAL,199.62,,,,,yes,2026-07-03T12:31:06.635589,,,,,,NO_TRADE
QQQ_20260702T140556.931705,2026-07-02T14:05:56.931705,QQQ,NONE,NO TRADE,38,NEUTRAL,729.61,,,,,yes,2026-07-03T12:31:06.763535,,,,,,NO_TRADE
SPY_20260702T140657.334550,2026-07-02T14:06:57.334550,SPY,NONE,NO TRADE,52,NEUTRAL,750.78,,,,,yes,2026-07-03T12:31:06.893817,,,,,,NO_TRADE
TSLA_20260702T140744.284006,2026-07-02T14:07:44.284006,TSLA,PUT,MODERATE,62,BEARISH,412.33,410.0,400.0,15.0,0DTE,yes,2026-07-03T12:31:07.091484,392.82,5.25,0.41,yes,yes,LOSS
AAPL_20260702T143151.720933,2026-07-02T14:31:51.720933,AAPL,NONE,NO TRADE,42,NEUTRAL,305.21,,,15.0,,yes,2026-07-03T12:31:07.406821,,,,,,NO_TRADE
AMZN_20260702T143238.458559,2026-07-02T14:32:38.458559,AMZN,NONE,NO TRADE,51,NEUTRAL,244.76,,,,,yes,2026-07-03T12:31:07.546839,,,,,,NO_TRADE
META_20260702T143328.362730,2026-07-02T14:33:28.362730,META,PUT,MODERATE,68,BEARISH,592.78,590.0,575.0,15.0,1DTE,yes,2026-07-03T12:31:07.681885,582.65,1.71,0.46,no,yes,LOSS
MSFT_20260702T143418.056007,2026-07-02T14:34:18.056007,MSFT,NONE,NO TRADE,42,NEUTRAL,389.83,,,,,yes,2026-07-03T12:31:07.818401,,,,,,NO_TRADE
NVDA_20260702T143502.655712,2026-07-02T14:35:02.655712,NVDA,PUT,MODERATE,68,BEARISH,197.03,197.0,192.53,15.0,1DTE,yes,2026-07-03T12:31:07.954772,194.62,2.28,1.02,no,yes,LOSS
QQQ_20260702T143552.387972,2026-07-02T14:35:52.387972,QQQ,PUT,MODERATE,68,BEARISH,721.48,720.0,712.0,15.0,1DTE,yes,2026-07-03T12:31:08.076934,712.74,1.9,1.17,yes,yes,LOSS
SPY_20260702T143646.426969,2026-07-02T14:36:46.426969,SPY,NONE,NO TRADE,42,NEUTRAL,748.13,,,,,yes,2026-07-03T12:31:08.208715,,,,,,NO_TRADE
TSLA_20260702T143740.314290,2026-07-02T14:37:40.314290,TSLA,PUT,MODERATE,58,BEARISH,399.61,397.0,383.0,15.0,1DTE,yes,2026-07-03T12:31:08.363928,392.82,2.23,3.6,no,yes,LOSS
AAPL_20260702T150150.065428,2026-07-02T15:01:50.065428,AAPL,PUT,MODERATE,58,BEARISH,307.19,305.0,299.0,15.0,1DTE,yes,2026-07-03T12:31:08.513192,308.22,2.23,0.36,no,yes,LOSS
AMZN_20260702T150241.083745,2026-07-02T15:02:41.083745,AMZN,NONE,NO TRADE,52,NEUTRAL,245.34,,,,,yes,2026-07-03T12:31:08.584421,,,,,,NO_TRADE
META_20260702T150329.388580,2026-07-02T15:03:29.388580,META,PUT,MODERATE,68,BEARISH,589.46,585.0,572.0,15.0,1DTE,yes,2026-07-03T12:31:08.714598,582.65,1.16,1.02,no,yes,LOSS
MSFT_20260702T150419.980578,2026-07-02T15:04:19.980578,MSFT,CALL,LOW CONVICTION,52,BULLISH,389.36,390.0,395.0,15.0,1DTE,yes,2026-07-03T12:31:08.786548,389.62,0.61,0.88,no,no,NO_TRIGGER
NVDA_20260702T150518.206988,2026-07-02T15:05:18.206988,NVDA,PUT,MODERATE,68,BEARISH,195.88,195.0,192.53,15.0,1DTE,yes,2026-07-03T12:31:08.922003,194.62,1.7,1.61,no,yes,LOSS
QQQ_20260702T150604.015860,2026-07-02T15:06:04.015860,QQQ,PUT,HIGH CONVICTION,72,BEARISH,717.33,715.0,708.0,15.0,1DTE,yes,2026-07-03T12:31:09.068050,712.74,1.33,1.75,yes,yes,LOSS
SPY_20260702T150650.800299,2026-07-02T15:06:50.800299,SPY,PUT,MODERATE,62,BEARISH,745.56,744.0,740.0,15.0,1DTE,yes,2026-07-03T12:31:09.268473,744.84,0.71,0.72,no,yes,LOSS
TSLA_20260702T150743.470050,2026-07-02T15:07:43.470050,TSLA,PUT,HIGH CONVICTION,74,BEARISH,395.41,395.0,378.0,15.0,1DTE,yes,2026-07-03T12:31:09.404078,392.82,1.19,4.7,no,yes,LOSS
AAPL_20260702T153147.742433,2026-07-02T15:31:47.742433,AAPL,NONE,NO TRADE,52,NEUTRAL,305.81,,,,,yes,2026-07-03T12:31:09.483682,,,,,,NO_TRADE
AMZN_20260702T153235.543183,2026-07-02T15:32:35.543183,AMZN,NONE,NO TRADE,52,NEUTRAL,245.55,,,8.17,,yes,2026-07-03T12:31:09.624506,,,,,,NO_TRADE
META_20260702T153322.178810,2026-07-02T15:33:22.178810,META,PUT,MODERATE,62,BEARISH,588.09,585.0,570.0,15.0,1DTE,yes,2026-07-03T12:31:09.765355,582.65,0.93,1.26,no,yes,LOSS
MSFT_20260702T153408.706339,2026-07-02T15:34:08.706339,MSFT,NONE,NO TRADE,38,NEUTRAL,388.12,,,,,yes,2026-07-03T12:31:09.898798,,,,,,NO_TRADE
NVDA_20260702T153451.833576,2026-07-02T15:34:51.833576,NVDA,PUT,MODERATE,62,BEARISH,195.51,195.0,191.5,15.0,1DTE,yes,2026-07-03T12:31:10.063441,194.62,1.52,1.8,no,yes,LOSS
QQQ_20260702T153534.071727,2026-07-02T15:35:34.071727,QQQ,PUT,MODERATE,67,BEARISH,717.86,715.0,707.0,15.0,1DTE,yes,2026-07-03T12:31:10.199252,712.74,1.4,1.68,no,yes,LOSS
SPY_20260702T153628.279108,2026-07-02T15:36:28.279108,SPY,PUT,MODERATE,58,BEARISH,746.42,746.0,740.0,15.0,1DTE,yes,2026-07-03T12:31:10.331099,744.84,0.83,0.61,no,yes,LOSS
TSLA_20260702T153727.659307,2026-07-02T15:37:27.659307,TSLA,PUT,HIGH CONVICTION,71,BEARISH,398.75,397.0,385.0,15.0,1DTE,yes,2026-07-03T12:31:10.411183,392.82,2.02,3.82,no,yes,LOSS
AAPL_20260702T160140.739454,2026-07-02T16:01:40.739454,AAPL,NONE,NO TRADE,48,NEUTRAL,305.92,,,,,yes,2026-07-03T12:31:10.540019,,,,,,NO_TRADE
AMZN_20260702T160230.957725,2026-07-02T16:02:30.957725,AMZN,NONE,NO TRADE,48,NEUTRAL,245.7,,,,,yes,2026-07-03T12:31:11.719721,,,,,,NO_TRADE
META_20260702T160313.707698,2026-07-02T16:03:13.707698,META,PUT,MODERATE,67,BEARISH,586.71,585.0,570.0,15.0,1DTE,yes,2026-07-03T12:31:12.877181,582.65,0.69,1.5,no,yes,LOSS
MSFT_20260702T160355.851035,2026-07-02T16:03:55.851035,MSFT,CALL,LOW CONVICTION,52,BULLISH,388.94,390.0,395.75,15.0,1DTE,yes,2026-07-03T12:31:13.004563,389.62,0.72,0.78,no,no,NO_TRIGGER
NVDA_20260702T160437.788912,2026-07-02T16:04:37.788912,NVDA,PUT,MODERATE,68,BEARISH,194.21,193.0,190.0,15.0,1DTE,yes,2026-07-03T12:31:13.121237,194.62,0.86,2.48,no,yes,LOSS
QQQ_20260702T160532.568728,2026-07-02T16:05:32.568728,QQQ,PUT,HIGH CONVICTION,72,BEARISH,715.01,712.0,701.0,15.0,1DTE,yes,2026-07-03T12:31:14.211803,712.74,1.01,2.08,no,yes,LOSS
SPY_20260702T160615.567524,2026-07-02T16:06:15.567524,SPY,PUT,MODERATE,62,BEARISH,744.38,744.0,738.0,15.0,1DTE,yes,2026-07-03T12:31:15.367102,744.84,0.56,0.88,no,yes,LOSS
TSLA_20260702T160704.356741,2026-07-02T16:07:04.356741,TSLA,PUT,HIGH CONVICTION,72,BEARISH,396.82,395.0,378.0,15.0,1DTE,yes,2026-07-03T12:31:15.514640,392.82,1.54,4.33,no,yes,LOSS
AAPL_20260702T163147.130627,2026-07-02T16:31:47.130627,AAPL,NONE,NO TRADE,42,NEUTRAL,308.22,,,,,,,,,,,,
AMZN_20260702T163233.391691,2026-07-02T16:32:33.391691,AMZN,CALL,LOW CONVICTION,52,BULLISH,246.02,247.0,251.5,15.0,1DTE,,,,,,,,
META_20260702T163320.325324,2026-07-02T16:33:20.325324,META,PUT,MODERATE,68,BEARISH,586.99,585.0,572.0,15.0,1DTE,,,,,,,,
MSFT_20260702T163404.677429,2026-07-02T16:34:04.677429,MSFT,CALL,LOW CONVICTION,52,BULLISH,390.65,392.0,395.5,15.0,1DTE,,,,,,,,
NVDA_20260702T163453.760526,2026-07-02T16:34:53.760526,NVDA,PUT,MODERATE,68,BEARISH,193.65,193.0,190.5,15.0,1DTE,,,,,,,,
QQQ_20260702T163538.587543,2026-07-02T16:35:38.587543,QQQ,PUT,HIGH CONVICTION,72,BEARISH,711.61,710.0,700.0,15.0,1DTE,,,,,,,,
SPY_20260702T163623.899932,2026-07-02T16:36:23.899932,SPY,PUT,MODERATE,67,BEARISH,742.83,742.0,735.0,15.0,1DTE,,,,,,,,
TSLA_20260702T163707.294699,2026-07-02T16:37:07.294699,TSLA,PUT,HIGH CONVICTION,71,BEARISH,391.18,390.0,375.0,15.0,1DTE,,,,,,,,
AAPL_20260702T170148.948128,2026-07-02T17:01:48.948128,AAPL,NONE,NO TRADE,42,NEUTRAL,307.94,,,,,,,,,,,,
AMZN_20260702T170231.759972,2026-07-02T17:02:31.759972,AMZN,NONE,NO TRADE,48,NEUTRAL,244.6,,,,,,,,,,,,
META_20260702T170315.870868,2026-07-02T17:03:15.870868,META,PUT,MODERATE,67,BEARISH,586.03,585.0,572.0,15.0,1DTE,,,,,,,,
MSFT_20260702T170357.495595,2026-07-02T17:03:57.495595,MSFT,NONE,NO TRADE,42,NEUTRAL,389.36,,,,,,,,,,,,
NVDA_20260702T170446.115832,2026-07-02T17:04:46.115832,NVDA,PUT,HIGH CONVICTION,71,BEARISH,193.02,192.0,189.0,15.0,1DTE,,,,,,,,
QQQ_20260702T170530.482733,2026-07-02T17:05:30.482733,QQQ,PUT,HIGH CONVICTION,72,BEARISH,709.46,707.0,700.9,15.0,1DTE,,,,,,,,
SPY_20260702T170616.516891,2026-07-02T17:06:16.516891,SPY,PUT,MODERATE,62,BEARISH,740.79,740.0,733.0,15.0,1DTE,,,,,,,,
TSLA_20260702T170702.863387,2026-07-02T17:07:02.863387,TSLA,PUT,HIGH CONVICTION,72,BEARISH,391.61,390.0,375.0,15.0,1DTE,,,,,,,,
AAPL_20260702T173145.941992,2026-07-02T17:31:45.941992,AAPL,NONE,NO TRADE,52,NEUTRAL,307.74,,,311.0,,,,,,,,,
